"code","name","state","district","subdivision","pop","tier","lat","lon","canonical"
"CHIRANG","Chirang","ASSAM","CHIRANG","ASSAM & MEGHALAYA",,,26.65,90.65,true
"CHITRADURGA","Chitradurga","KARNATAKA","CHITRADURGA","SOUTHERN INTERIOR KARNATAKA",145853,3,14.31,76.53,false
"CHITRAKUT","Chitrakoot","UTTAR PRADESH","CHITRAKOOT","EAST UTTAR PRADESH",23316,3,25.22,81.12,true
"CHITTAURGARH","Chittorgarh","RAJASTHAN","CHITTORGARH","EAST RAJASTHAN",116406,3,24.92,74.76,false
"CHITTOOR","Chittoor","ANDHRA PRADESH","CHITTOOR","RAYALSEEMA",160722,3,13.31,79.06,true
"CHM","Joshimath","UTTARAKHAND","CHAMOLI","UTTARAKHAND",,,30.4,79.33,true
"CHN","Kochi","KERALA","ERNAKULAM","KERALA & MAHE",851406,2,9.95,76.27,true
"CHOTA-UDEPUR","Chhota Udepur","GUJARAT","CHHOTA UDEPUR","GUJARAT REGION",25787,3,22.22,73.89,true
"CHP","Janjgir","CHHATTISGARH","JANJGIR","CHHATTISGARH",45256,3,22.03,82.7,true
"CHT","Chitradurga","KARNATAKA","CHITRADURGA","SOUTHERN INTERIOR KARNATAKA",145853,3,14.23,76.43,true
"CHURACHANDPUR","Churachandpur","MANIPUR","CHURACHANDPUR","NMMT",47774,3,24.28,93.43,true
"CHURU","Churu","RAJASTHAN","CHURU","WEST RAJASTHAN",183808,3,28.4,74.76,false
"CHW","CHHINDWARA","MADHYA PRADESH","CHHINDWARA","EAST MADHYA PRADESH",175052,3,22.1,79,true
"CKG","Chickmaglur","KARNATAKA","CHIKKAMAGALURU","SOUTHERN INTERIOR KARNATAKA",121484,3,13.25,75.75,true
"CLB","Mumbai","MAHARASHTRA","MUMBAI CITY","KONKAN & GOA",700000,2,18.9,72.82,true
"CMB","Coimbatore","TAMILNADU","COIMBATORE","TAMILNADU, PUDUCHERRY & KARAIKAL",2136916,1,11,76.97,true
"CML","Rawatbhata","RAJASTHAN","CHITTORGARH","EAST RAJASTHAN",116406,3,24.92,75.58,true
"CNB","Carnicobar","ANDAMAN & NICOBAR ISLANDS (UT)","NICOBAR","ANDAMAN & NICOBAR ISLANDS",,,9.17,92.83,true
"CNG","CANNING","WEST BENGAL","SOUTH 24 PARGANAS","GANGETIC WEST BENGAL",448317,2,22.25,88.67,true
"CNN","Kannur","KERALA","KANNUR","KERALA & MAHE",97201,3,11.83,75.33,true
"CNR","Coonoor","TAMILNADU","NILGIRIS","TAMILNADU, PUDUCHERRY & KARAIKAL",233426,2,11.35,76.8,true
"CNT","CONTAI","WEST BENGAL","EAST MIDNAPORE","GANGETIC WEST BENGAL",170695,3,21.78,87.75,true
"CNW","Baramula","JAMMU & KASHMIR (UT)","BARAMULA","JAMMU & KASHMIR AND LADAKH",77276,3,34.14,74.12,false
"COIMBATORE","Coimbatore","TAMILNADU","COIMBATORE","TAMILNADU, PUDUCHERRY & KARAIKAL",2136916,1,10.95,76.98,false
"CPJ","Cherrapunji","MEGHALAYA","EAST KHASI HILLS","ASSAM & MEGHALAYA",143229,3,25.25,91.73,true
"CPM","CHAPARMUKH","ASSAM","NAGAON","ASSAM & MEGHALAYA",121628,3,26.2,92.52,true
"CPR","Chandrapur","MAHARASHTRA","CHANDRAPUR","VIDARBHA",328351,2,19.97,79.3,true
"CRU","Churu","RAJASTHAN","CHURU","WEST RAJASTHAN",183808,3,28.25,74.92,true
"CTG","Chittorgarh","RAJASTHAN","CHITTORGARH","EAST RAJASTHAN",116406,3,24.88,74.63,true
"CTK","Bhubneshwar-Cuttack","ODISHA","CUTTACK","ODISHA",610189,2,20.47,85.93,true
"CUDDALORE","Cuddalore","TAMILNADU","CUDDALORE","TAMILNADU, PUDUCHERRY & KARAIKAL",179150,3,11.52,79.45,false
"CUDDEPAH","Ysr District","ANDHRA PRADESH","YSR DISTRICT","RAYALSEEMA",344893,2,14.4,78.65,true
"CUTTACK","Cuttack","ODISHA","CUTTACK","ODISHA",610189,2,20.5,85.84,true
"Chandkheda","Chandkheda","GUJARAT","AHMEDABAD","GUJARAT REGION",6357693,0,23.108,72.5746,true
"DAKSHAN-DINAJPUR","South Dinajpur","WEST BENGAL","SOUTH DINAJPUR","SHWB & SIKKIM",153279,3,25.38,88.6,true
"DAKSHINA-KANNAD","Dakshina Kannada","KARNATAKA","DAKSHINA KANNADA","COASTAL KARNATAKA",499487,2,13.07,75.17,true
"DAL","Dalhousie","HIMACHAL PRADESH","CHAMBA","HIMACHAL PRADESH",21502,3,32.53,75.97,true
"DAMOH","Damoh","MADHYA PRADESH","DAMOH","EAST MADHYA PRADESH",139561,3,23.8,79.51,false
"DANGS","Dangs","GUJARAT","DANGS","GUJARAT REGION",15004,3,20.82,73.71,true
"DANTEWADA","Dantewada","CHHATTISGARH","DANTEWADA","CHHATTISGARH",21435,3,18.77,81.44,false
"DARBHANGA","Darbhanga","BIHAR","DARBHANGA","BIHAR",296039,2,26.16,86.04,false
"DARJEELING","Darjeeling","WEST BENGAL","DARJEELING","SHWB & SIKKIM",515574,2,26.85,88.25,false
"DARRANG","Darrang","ASSAM","DARRANG","ASSAM & MEGHALAYA",25989,3,26.44,92.07,true
"DATIA","Datia","MADHYA PRADESH","DATIA","WEST MADHYA PRADESH",100284,3,25.92,78.53,false
"DAUSA","Dausa","RAJASTHAN","DAUSA","EAST RAJASTHAN",85960,3,26.81,76.62,true
"DBG","DARBHANGA","BIHAR","DARBHANGA","BIHAR",296039,2,26.17,85.9,true
"DBH","Dibrugarh","ASSAM","DIBRUGARH","ASSAM & MEGHALAYA",145488,3,27.48,95.02,true
"DDM","Kolkata (Dum Dum)","WEST BENGAL","NORTH 24 PARGANAS","GANGETIC WEST BENGAL",483129,2,22.65,88.45,true
"DDN","Dehradun-Mokhampur","UTTARAKHAND","DEHRADUN","UTTARAKHAND",522081,2,30.32,78.03,true
"DEHRADUN","Dehradun","UTTARAKHAND","DEHRADUN","UTTARAKHAND",522081,2,30.4,77.85,false
"DEMAJ","Dhemaji","ASSAM","DHEMAJI","ASSAM & MEGHALAYA",25662,3,27.54,94.7,true
"DEOGARH","Deogarh","ODISHA","DEOGARH","ODISHA",22390,3,21.49,84.8,true
"DEOGHAR","Deoghar","JHARKHAND","DEOGHAR","JHARKHAND",203123,2,24.33,86.76,true
"DEORIA","Deoria","UTTAR PRADESH","DEORIA","EAST UTTAR PRADESH",129570,3,26.42,83.84,true
"DER","DEHRI","BIHAR","ROHTAS","BIHAR",147408,3,24.92,84.18,true
"DEVANGERE","Davangere","KARNATAKA","DAVANGERE","SOUTHERN INTERIOR KARNATAKA",435128,2,14.37,75.96,true
"DEVBHOOMI-DWARKA","Devbhoomi Dwarka","GUJARAT","DEVBHOOMI DWARKA","SAURASHTRA & KUTCH",62052,3,22.14,69.44,true
"DEVPRAYAG","Devprayag","UTTARAKHAND","GARHWAL PAURI","UTTARAKHAND",27009,3,30.14,78.61,true
"DEWAS","Dewas","MADHYA PRADESH","DEWAS","WEST MADHYA PRADESH",289550,2,22.71,76.51,true
"DGB","Tinsukia","ASSAM","TINSUKIA","ASSAM & MEGHALAYA",116322,3,27.55,95.62,true
"DGH","East Midnapore","WEST BENGAL","EAST MIDNAPORE","GANGETIC WEST BENGAL",170695,3,21.83,87.78,true
"DGR","Dungarpur","RAJASTHAN","DUNGARPUR","EAST RAJASTHAN",47706,3,23.83,73.67,true
"DHALAI","Dhalai","TRIPURA","DHALAI","NMMT",16285,3,23.83,91.96,true
"DHAMTARI","Dhamtari","CHHATTISGARH","DHAMTARI","CHHATTISGARH",101677,3,20.63,81.79,true
"DHANBAD","Dhanbad","JHARKHAND","DHANBAD","JHARKHAND",1196214,1,23.84,86.47,false
"DHAR","Dhar","MADHYA PRADESH","DHAR","WEST MADHYA PRADESH",93917,3,22.58,75.09,false
"DHARMAPURI","Dharmapuri","TAMILNADU","DHARMAPURI","TAMILNADU, PUDUCHERRY & KARAIKAL",68619,3,12.14,78.21,false
"DHARWAD","Dharwad","KARNATAKA","DHARWAD","NORTHERN INTERIOR KARNATAKA",943788,2,15.37,75.15,true
"DHAULPUR","Dholpur","RAJASTHAN","DHOLPUR","EAST RAJASTHAN",133075,3,26.66,77.75,false
"DHB","DHUBRI","ASSAM","DHUBRI","ASSAM & MEGHALAYA",63388,3,26.02,89.98,true
"DHD","Dahod","GUJARAT","DAHOD","GUJARAT REGION",118846,3,22.83,74.27,true
"DHENKANAL","Dhenkanal","ODISHA","DHENKANAL","ODISHA",67414,3,20.84,85.6,true
"DHN","Dahanu","MAHARASHTRA","PALGHAR","KONKAN & GOA",1222390,1,19.97,72.72,true
"DHR","Dhar","MADHYA PRADESH","DHAR","WEST MADHYA PRADESH",93917,3,22.6,75.3,true
"DHUBR","Dhubri","ASSAM","DHUBRI","ASSAM & MEGHALAYA",63388,3,26.1,90,false
"DHULE","Dhule","MAHARASHTRA","DHULE","MADHYA MAHARASHTRA",375559,2,21.13,74.53,false
"DIBRUGARH","Dibrugarh","ASSAM","DIBRUGARH","ASSAM & MEGHALAYA",145488,3,27.4,95.03,false
"DIMAPUR","Dimapur","NAGALAND","DIMAPUR","NMMT",135860,3,25.81,93.77,true
"DINDIGUL","Dindigul","TAMILNADU","DINDIGUL","TAMILNADU, PUDUCHERRY & KARAIKAL",292512,2,10.43,77.8,true
"DINDORI","Dindori","MADHYA PRADESH","DINDORI","EAST MADHYA PRADESH",21323,3,23.05,80.9,true
"DIU","Diu","DADRA & NAGAR HAVELI AND DAMAN & DIU (UT)","DIU","SAURASHTRA & KUTCH",23991,3,20.72,70.92,true
"DJL","Darjeeling","WEST BENGAL","DARJEELING","SHWB & SIKKIM",515574,2,27.05,88.27,true
"DLP","Dholpur","RAJASTHAN","DHOLPUR","EAST RAJASTHAN",133075,3,26.67,77.83,true
"DMD","Diamond Harbour","WEST BENGAL","SOUTH 24 PARGANAS","GANGETIC WEST BENGAL",448317,2,22.18,88.2,true
"DMH","DAMOH","MADHYA PRADESH","DAMOH","EAST MADHYA PRADESH",139561,3,23.83,79.45,true
"DMK","Dumka","JHARKHAND","DUMKA","JHARKHAND",47663,3,24.27,87.25,true
"DMN","Daman","DADRA & NAGAR HAVELI AND DAMAN & DIU (UT)","DAMAN","GUJARAT REGION",62000,3,20.42,72.85,true
"DNB","Dhanbad","JHARKHAND","DHANBAD","JHARKHAND",1196214,1,23.78,86.43,true
"DODA","Doda","JAMMU & KASHMIR (UT)","DODA","JAMMU & KASHMIR AND LADAKH",21605,3,33.12,75.7,true
"DOHAD","Dahod","GUJARAT","DAHOD","GUJARAT REGION",118846,3,22.92,74.14,false
"DPR","Dharmapuri","TAMILNADU","DHARMAPURI","TAMILNADU, PUDUCHERRY & KARAIKAL",68619,3,12.13,78.03,true
"DRC","Dharchula","UTTARAKHAND","PITHORAGARH","UTTARAKHAND",47571,3,29.85,80.53,true
"DRG","Durg","CHHATTISGARH","DURG","CHHATTISGARH",627734,2,21.18,81.28,true
"DRM","Dharamsala","HIMACHAL PRADESH","KANGRA","HIMACHAL PRADESH",30764,3,32.21,76.32,true
"DRP","Solan","HIMACHAL PRADESH","SOLAN","HIMACHAL PRADESH",40283,3,30.9,77.02,true
"DRS","Kargil","LADAKH (UT)","KARGIL","JAMMU & KASHMIR AND LADAKH",25000,3,34.43,75.77,false
"DSA","Deesa","GUJARAT","BANASKANTHA","GUJARAT REGION",141592,3,24.2,72.2,true
"DTA","DATIA","MADHYA PRADESH","DATIA","WEST MADHYA PRADESH",100284,3,25.67,78.47,true
"DTG","Daltonganj","JHARKHAND","PALAMU","JHARKHAND",78396,3,24.05,84.07,true
"DUMKA","Dumka","JHARKHAND","DUMKA","JHARKHAND",47663,3,24.31,87.29,false
"DUNGARPUR","Dungarpur","RAJASTHAN","DUNGARPUR","EAST RAJASTHAN",47706,3,23.67,73.87,false
"DURG","Durg","CHHATTISGARH","DURG","CHHATTISGARH",627734,2,21.2,81.38,false
"DVG","Sindhudurg","MAHARASHTRA","SINDHUDURG","KONKAN & GOA",23851,3,16.38,73.35,true
"DWK","Dwarka","GUJARAT","DEVBHOOMI DWARKA","SAURASHTRA & KUTCH",62052,3,22.37,69.08,true
"Dhule","Dhule","MAHARASHTRA","DHULE","MADHYA MAHARASHTRA",375559,2,20.9042,74.7749,true
"E-JAINTIA","East Jaintia Hills","MEGHALAYA","EAST JAINTIA HILLS","ASSAM & MEGHALAYA",0,3,25.25,92.5,true
"EAST","Pakyong","SIKKIM","PAKYONG","SHWB & SIKKIM",,,27.28,88.68,true
"EAST-DELHI","East Delhi","DELHI (UT)","EAST DELHI","DELHI, HARYANA AND CHANDIGARH",154791,3,28.61,77.31,true
"EAST-GARO","East Garo Hills","MEGHALAYA","EAST GARO HILLS","ASSAM & MEGHALAYA",24597,3,25.7,90.69,true
"EAST-GODAVARI","Sri Alluri Sitharamaraju District","ANDHRA PRADESH","SRI ALLURI SITHARAMARAJU DISTRICT","COASTAL ANDHRA PRADESH & YANAM",25074,3,17.5,82.09,true
"EAST-KAMENG","East Kameng","ARUNACHAL PRADESH","EAST KAMENG","ARUNACHAL PRADESH",18350,3,27.4,93.2,false
"EAST-KHASI","East Khasi Hills","MEGHALAYA","EAST KHASI HILLS","ASSAM & MEGHALAYA",143229,3,25.35,91.8,true
"EAST-SIANG","East Siang","ARUNACHAL PRADESH","EAST SIANG","ARUNACHAL PRADESH",25581,3,27.95,95.26,true
"EAST-SINGBHUM","East Singhbhum","JHARKHAND","EAST SINGHBHUM","JHARKHAND",1339438,1,22.61,86.48,true
"EDAKALINADU","Edakalinadu","TAMILNADU","VILLUPURAM","TAMILNADU, PUDUCHERRY & KARAIKAL",97380,3,12.28,79.8,true
"ENNORE-PORT","Ennore-Port","","","",,,13.27,88.33,true
"ENP","Pali","RAJASTHAN","PALI","WEST RAJASTHAN",230075,2,25.08,73.14,true
"ERNAKULAM","Ernakulam","KERALA","ERNAKULAM","KERALA & MAHE",851406,2,10.05,76.5,true
"ERODE","Erode","TAMILNADU","ERODE","TAMILNADU, PUDUCHERRY & KARAIKAL",521891,2,11.49,77.38,true
"ETAH","Etah","UTTAR PRADESH","ETAH","WEST UTTAR PRADESH",131023,3,27.55,78.73,true
"ETAWAH","Etawah","UTTAR PRADESH","ETAWAH","WEST UTTAR PRADESH",257448,2,26.72,79.04,true
"ETW","Bhind","MADHYA PRADESH","BHIND","WEST MADHYA PRADESH",197585,3,26.45,79.02,false
"FAIZABAD","Ayodhya","UTTAR PRADESH","AYODHYA","EAST UTTAR PRADESH",153047,3,26.67,82.01,true
"FARIDABAD","Faridabad","HARYANA","FARIDABAD","DELHI, HARYANA AND CHANDIGARH",1414050,1,28.33,77.35,true
"FARIDKOT","Faridkot","PUNJAB","FARIDKOT","PUNJAB",91979,3,30.6,74.76,true
"FARRUKHABAD","Farrukhabad","UTTAR PRADESH","FARRUKHABAD","EAST UTTAR PRADESH",241152,2,27.33,79.63,true
"FATEHABAD","Fatehabad","HARYANA","FATEHABAD","DELHI, HARYANA AND CHANDIGARH",1324570,1,29.53,75.59,true
"FATEHGARH","Farrukhabad","UTTAR PRADESH","FARRUKHABAD","EAST UTTAR PRADESH",241152,2,27.45,79.5,false
"FATEHGARH-SAHIB","Fatehgarh Sahib","PUNJAB","FATEHGARH SAHIB","PUNJAB",82266,3,30.6,76.33,true
"FATEHPUR","Fatehpur","UTTAR PRADESH","FATEHPUR","EAST UTTAR PRADESH",166480,3,25.83,80.78,false
"FAZILIKA","Fazilka","PUNJAB","FAZILKA","PUNJAB",145302,3,30.36,74.17,true
"FBG","Farbesganj","BIHAR","ARARIA","BIHAR",79021,3,26.3,87.27,true
"FEROZEPUR","Ferozepur","PUNJAB","FEROZEPUR","PUNJAB",110313,3,30.9,74.8,true
"FIROZABAD","Firozabad","UTTAR PRADESH","FIROZABAD","WEST UTTAR PRADESH",306409,2,27.19,78.51,true
"FTP","Fatehpur","UTTAR PRADESH","FATEHPUR","EAST UTTAR PRADESH",166480,3,25.93,80.83,true
"FURSATGANJ","Fursatganj","UTTAR PRADESH","RAE BAREILLY","EAST UTTAR PRADESH",186433,3,26.25,81.3,true
"FZB","Ayodhya","UTTAR PRADESH","AYODHYA","EAST UTTAR PRADESH",153047,3,26.75,82.08,false
"FZP","Ferozepur","PUNJAB","FEROZEPUR","PUNJAB",110313,3,30.92,74.67,false
"GADAG","Gadag","KARNATAKA","GADAG","NORTHERN INTERIOR KARNATAKA",172813,3,15.41,75.66,false
"GADCHIROLI","Gadchiroli","MAHARASHTRA","GADCHIROLI","VIDARBHA",54152,3,19.76,80.32,true
"GAJAPATI","Gajapati","ODISHA","GAJAPATI","ODISHA",87152,3,18.92,84.12,true
"GANDERBAL","Ganderbal","JAMMU & KASHMIR (UT)","GANDERBAL","JAMMU & KASHMIR AND LADAKH",28233,3,34.31,75.19,true
"GANDHINAGAR","Gandhinagar","GUJARAT","GANDHINAGAR","GUJARAT REGION",292797,2,23.2,72.78,false
"GANGANAGAR","Sri Ganganagar","RAJASTHAN","SRI GANGANAGAR","WEST RAJASTHAN",237780,2,29.2,73.55,false
"GANGOTRI","Gangotri","UTTARAKHAND","UTTARKASHI","UTTARAKHAND",17123,3,30.99,78.93,true
"GANJAM","Ganjam","ODISHA","GANJAM","ODISHA",356598,2,19.63,84.65,true
"GARHWA","Garhwa","JHARKHAND","GARHWA","JHARKHAND",46059,3,24.05,83.7,true
"GARIYABAND","Gariaband","CHHATTISGARH","GARIABAND","CHHATTISGARH",10517,3,20.4,82.29,true
"GAUCHAR","Gauchar","UTTARAKHAND","CHAMOLI","UTTARAKHAND",,,30.28,79.15,true
"GAYA","Gaya","BIHAR","GAYA","BIHAR",474093,2,24.67,84.85,false
"GDA","Gonda","UTTAR PRADESH","GONDA","EAST UTTAR PRADESH",133583,3,27.13,81.97,true
"GDG","Gadag","KARNATAKA","GADAG","NORTHERN INTERIOR KARNATAKA",172813,3,15.42,75.63,true
"GDN","Gandhinagar","GUJARAT","GANDHINAGAR","GUJARAT REGION",292797,2,23.21,72.63,true
"GGN","Sriganganagar","RAJASTHAN","SRI GANGANAGAR","WEST RAJASTHAN",237780,2,29.92,73.92,true
"GHAT","Chamoli","UTTARAKHAND","CHAMOLI","UTTARAKHAND",,,30.61,79.56,true
"GHAZIABAD","North Delhi","DELHI (UT)","NORTH DELHI","DELHI, HARYANA AND CHANDIGARH",860000,2,28.7,77.2,true
"GHAZIPUR","Ghazipur","UTTAR PRADESH","GHAZIPUR","EAST UTTAR PRADESH",103095,3,25.6,83.51,false
"GHT","Guwahati","ASSAM","KAMRUP METROPOLITAN","ASSAM & MEGHALAYA",962334,2,26.1,91.58,true
"GILGIT","Ladakh (LEH)","LADAKH (UT)","LADAKH (LEH)","JAMMU & KASHMIR AND LADAKH",37475,3,36.45,74.75,false
"GILGIT-WAZARAD","Ladakh (LEH)","LADAKH (UT)","LADAKH (LEH)","JAMMU & KASHMIR AND LADAKH",37475,3,35.05,74.85,false
"GIR-SOMNATH","Gir Somnath","GUJARAT","GIR SOMNATH","SAURASHTRA & KUTCH",171121,3,20.94,70.8,true
"GIRIDIH","Giridih","JHARKHAND","GIRIDIH","JHARKHAND",114533,3,24.33,86.12,true
"GLB","Kalaburgi","KARNATAKA","KALABURAGI","NORTHERN INTERIOR KARNATAKA",543147,2,17.35,76.85,true
"GLM","Gulmarg","JAMMU & KASHMIR (UT)","BARAMULA","JAMMU & KASHMIR AND LADAKH",77276,3,34.05,74.4,true
"GLP","Goalpara","ASSAM","GOALPARA","ASSAM & MEGHALAYA",53430,3,26.18,90.63,true
"GLT","Golaghat","ASSAM","GOLAGHAT","ASSAM & MEGHALAYA",41989,3,26.52,93.98,true
"GNA","Guna","MADHYA PRADESH","GUNA","WEST MADHYA PRADESH",180935,3,24.65,77.32,true
"GND","Gondia","MAHARASHTRA","GONDIA","VIDARBHA",132813,3,21.47,80.2,true
"GOA","GOA","GOA","SOUTH GOA","KONKAN & GOA",102345,3,15.38,73.82,true
"GOALPARA","Goalpara","ASSAM","GOALPARA","ASSAM & MEGHALAYA",53430,3,26.06,90.61,false
"GODDA","Godda","JHARKHAND","GODDA","JHARKHAND",48480,3,24.86,87.29,true
"GOLAGHAT","Golaghat","ASSAM","GOLAGHAT","ASSAM & MEGHALAYA",41989,3,26.66,93.74,false
"GOMATI","Gomati","TRIPURA","GOMATI","NMMT",32758,3,23.51,91.62,true
"GONDA","Gonda","UTTAR PRADESH","GONDA","EAST UTTAR PRADESH",133583,3,27.11,82.07,false
"GONDIA","Gondia","MAHARASHTRA","GONDIA","VIDARBHA",132813,3,21.34,80.24,false
"GOPALGANJ","Gopalganj","BIHAR","GOPALGANJ","BIHAR",67339,3,26.42,84.41,true
"GORAKHPUR","Gorakhpur","UTTAR PRADESH","GORAKHPUR","EAST UTTAR PRADESH",674246,2,26.68,83.5,false
"GPL","Gopalpur","ODISHA","GANJAM","ODISHA",356598,2,19.27,84.88,true
"GPR","Sonitpur","ASSAM","SONITPUR","ASSAM & MEGHALAYA",75540,3,26.83,93.58,false
"GRG","Gurgaon","HARYANA","GURGAON","DELHI, HARYANA AND CHANDIGARH",886519,2,28.42,77,true
"GRK","Gorakhpur","UTTAR PRADESH","GORAKHPUR","EAST UTTAR PRADESH",674246,2,26.75,83.37,true
"GTK","Gangtok","SIKKIM","GANGTOK","SHWB & SIKKIM",100286,3,27.33,88.62,true
"GULBARGA","Kalaburagi","KARNATAKA","KALABURAGI","NORTHERN INTERIOR KARNATAKA",543147,2,17.24,76.88,true
"GUMLA","Gumla","JHARKHAND","GUMLA","JHARKHAND",51264,3,23.16,84.53,true
"GUNA","Guna","MADHYA PRADESH","GUNA","WEST MADHYA PRADESH",180935,3,24.5,77.27,false
"GUND","Pulwama","JAMMU & KASHMIR (UT)","PULWAMA","JAMMU & KASHMIR AND LADAKH",21680,3,34.11,75.05,true
"GUNTUR","Palnadu","ANDHRA PRADESH","PALNADU","COASTAL ANDHRA PRADESH & YANAM",117489,3,16.28,80.06,true
"GURDASPUR","Gurdaspur","PUNJAB","GURDASPUR","PUNJAB",158621,3,31.88,75.32,true
"GURGAON","Gurgaon","HARYANA","GURGAON","DELHI, HARYANA AND CHANDIGARH",886519,2,28.37,76.95,false
"GURUVAYUR","Guruvayur","KERALA","THRISSUR","KERALA & MAHE",315957,2,10.59,76.04,true
"GWALIOR","Gwalior","MADHYA PRADESH","GWALIOR","WEST MADHYA PRADESH",1054420,1,25.95,78.29,false
"GWL","Gwalior","MADHYA PRADESH","GWALIOR","WEST MADHYA PRADESH",1054420,1,26.23,78.25,true
"GYA","Gaya","BIHAR","GAYA","BIHAR",474093,2,24.75,84.95,true
"GZB","Ghaziabad","UTTAR PRADESH","GHAZIABAD","WEST UTTAR PRADESH",1199191,1,28.69,77.41,true
"GZP","GHAZIPUR","UTTAR PRADESH","GHAZIPUR","EAST UTTAR PRADESH",103095,3,25.4,83.55,true
"HAILAKANDI","Cachar","ASSAM","CACHAR","ASSAM & MEGHALAYA",178865,3,24.45,92.83,false
"HAMIRPUR","Hamirpur","HIMACHAL PRADESH","HAMIRPUR","HIMACHAL PRADESH",19280,3,31.66,76.51,true
"HANUMANGARH","Hanumangarh","RAJASTHAN","HANUMANGARH","WEST RAJASTHAN",155687,3,29.07,74.67,true
"HARDA","Harda","MADHYA PRADESH","HARDA","WEST MADHYA PRADESH",74268,3,22.24,77.14,true
"HARDOI","Hardoi","UTTAR PRADESH","HARDOI","EAST UTTAR PRADESH",122635,3,27.23,80.26,false
"HARIDWAR","Hardwar","UTTARAKHAND","HARDWAR","UTTARAKHAND",186079,3,29.9,78.02,true
"HARSIL","Harsil","UTTARAKHAND","UTTARKASHI","UTTARAKHAND",17123,3,31.03,78.73,true
"HASSAN","Hassan","KARNATAKA","HASSAN","SOUTHERN INTERIOR KARNATAKA",155006,3,13.03,76.1,true
"HATHRAS","Hathras","UTTAR PRADESH","HATHRAS","WEST UTTAR PRADESH",126882,3,27.45,78.15,true
"HAVERI","Haveri","KARNATAKA","HAVERI","NORTHERN INTERIOR KARNATAKA",106406,3,14.72,75.42,true
"HAZARIBAGH","Hazaribag","JHARKHAND","HAZARIBAG","JHARKHAND",153595,3,24.01,85.47,true
"HFL","HAFLONG","ASSAM","DIMA HASAO","ASSAM & MEGHALAYA",43756,3,25.17,93.02,true
"HINGOLE","Hingoli","MAHARASHTRA","HINGOLI","MARATHWADA",85103,3,19.55,77.2,false
"HISAR","Hisar","HARYANA","HISAR","DELHI, HARYANA AND CHANDIGARH",307024,2,29.15,75.72,true
"HISSAR","Hisar","HARYANA","HISAR","DELHI, HARYANA AND CHANDIGARH",307024,2,29.24,75.79,false
"HMP","Hamirpur","UTTAR PRADESH","HAMIRPUR","WEST UTTAR PRADESH",61728,3,25.95,80.15,true
"HNK","Hanamkonda","TELANGANA","HANUMAKONDA","TELANGANA",704570,2,18.02,79.57,true
"HNV","Honnavar","KARNATAKA","UTTARA KANNADA","COASTAL KARNATAKA",77139,3,14.28,74.45,true
"HOJAI","Nagaon","ASSAM","NAGAON","ASSAM & MEGHALAYA",121628,3,25.96,92.97,true
"HOSHANGABAD","Narmadapuram","MADHYA PRADESH","NARMADAPURAM","WEST MADHYA PRADESH",117988,3,22.6,77.96,true
"HOSHIARPUR","Hoshiarpur","PUNJAB","HOSHIARPUR","PUNJAB",168653,3,31.6,75.85,true
"HRD","Hardoi","UTTAR PRADESH","HARDOI","EAST UTTAR PRADESH",122635,3,27.38,80.17,true
"HRN","Harnai","MAHARASHTRA","RATNAGIRI","KONKAN & GOA",76229,3,17.82,73.1,true
"HSB","HOSHANGABAD","MADHYA PRADESH","NARMADAPURAM","WEST MADHYA PRADESH",117988,3,22.77,77.77,true
"HSN","Hassan","KARNATAKA","HASSAN","SOUTHERN INTERIOR KARNATAKA",155006,3,13,76.15,false
"HSR","Hisar","HARYANA","HISAR","DELHI, HARYANA AND CHANDIGARH",307024,2,29.17,75.73,false
"HTB","HUT BAY","ANDAMAN & NICOBAR ISLANDS (UT)","SOUTH ANDAMAN","ANDAMAN & NICOBAR ISLANDS",112050,3,10.58,92.55,true
"HUBBLI","Hubbli","KARNATAKA","DHARWAD","NORTHERN INTERIOR KARNATAKA",943788,2,15.36,75.12,true
"HYD","Hyderabad","TELANGANA","HYDERABAD","TELANGANA",6993262,0,17.45,78.47,true
"HYDERABAD","Hyderabad","TELANGANA","HYDERABAD","TELANGANA",6993262,0,17.4,78.47,false
"HZB","Hazaribag","JHARKHAND","HAZARIBAG","JHARKHAND",153595,3,23.98,85.37,false
"Hingoli","Hingoli","MAHARASHTRA","HINGOLI","MARATHWADA",85103,3,19.7174,77.1494,true
"IDR","Idar","GUJARAT","SABARKANTHA","GUJARAT REGION",81137,3,23.83,73.03,true
"IDUKKI","Idukki","KERALA","IDUKKI","KERALA & MAHE",68000,3,9.82,77.02,true
"IIPHG","Gandhi Ng IIPH","GUJARAT","GANDHINAGAR","GUJARAT REGION",292797,2,23.2436,72.6899,true
"IMP","Imphal","MANIPUR","IMPHAL WEST","NMMT",24239,3,24.67,93.9,true
"IMPHAL","Imphal East","MANIPUR","IMPHAL EAST","NMMT",277196,2,24.81,94.02,true
"IND","Indore","MADHYA PRADESH","INDORE","WEST MADHYA PRADESH",1994397,1,22.72,75.8,true
"INDORE","Indore","MADHYA PRADESH","INDORE","WEST MADHYA PRADESH",1994397,1,22.75,75.83,false
"ISRO-Bopal","ISRO-Bopal","GUJARAT","AHMEDABAD","GUJARAT REGION",6357693,0,23.0411,72.4567,true
"ISRO-SAC","Ahm Satellite","GUJARAT","AHMEDABAD","GUJARAT REGION",6357693,0,23.0234,72.5152,true
